Ortsnetzkennzahl;Ortsnetzname;StelligkeitNZE;StelligkeitNZZ;Losgroesse;KennzeichenHRNBbeantragbar;LetzteAenderungStelligkeit;LetzteAenderungLosgroesse
36205;Gräfenroda;11;11;10000;False;30.04.2010;30.04.2010
36206;Grossfahner;11;11;10000;False;29.04.2010;29.04.2010
36207;Plaue Thür;11;11;10000;False;29.04.2010;29.04.2010
36208;Ermstedt;11;11;10000;False;30.04.2010;30.04.2010
36209;Klettbach;11;11;10000;False;29.10.2007;01.01.1998
3621;Gotha Thür;11;11;10000;False;29.04.2010;29.04.2010
3622;Waltershausen Thür;11;11;10000;False;29.04.2010;29.04.2010
3623;Friedrichroda;11;11;10000;False;29.04.2010;29.04.2010
3624;Ohrdruf;11;11;10000;False;29.04.2010;29.04.2010
36252;Tambach-Dietharz Thür Wald;11;11;10000;False;30.04.2010;30.04.2010
36253;Georgenthal Thür Wald;11;11;10000;False;30.04.2010;30.04.2010
36254;Friedrichswerth;11;11;10000;False;29.04.2010;29.04.2010
36255;Goldbach b Gotha;11;11;10000;False;29.04.2010;29.04.2010
36256;Wechmar;11;11;10000;False;29.04.2010;29.04.2010
36257;Luisenthal Thür;11;11;10000;False;29.04.2010;29.04.2010
36258;Friemar;11;11;10000;False;29.04.2010;29.04.2010
36259;Tabarz Thür Wald;11;11;10000;False;30.04.2010;30.04.2010
3628;Arnstadt;11;11;10000;False;29.04.2010;29.04.2010
3629;Stadtilm;11;11;10000;False;29.04.2010;29.04.2010
3631;Nordhausen Thür;11;11;10000;False;29.04.2010;29.04.2010
3632;Sondershausen;11;11;10000;False;29.04.2010;29.04.2010
36330;Grossberndten;11;11;10000;False;29.04.2010;29.04.2010
36331;Ilfeld;11;11;10000;False;30.04.2010;30.04.2010
36332;Ellrich;11;11;10000;False;30.04.2010;30.04.2010
36333;Heringen Helme;11;11;10000;False;30.04.2010;30.04.2010
36334;Wolkramshausen;11;11;10000;False;29.04.2010;29.04.2010
36335;Grosswechsungen;11;11;10000;False;30.04.2010;30.04.2010
36336;Klettenberg;11;11;10000;False;29.04.2010;29.04.2010
36337;Schiedungen;11;11;10000;False;29.04.2010;29.04.2010
36338;Bleicherode;11;11;10000;False;04.09.2006;01.01.1998
3634;Sömmerda;11;11;10000;False;29.04.2010;29.04.2010
3635;Kölleda;11;11;10000;False;29.04.2010;29.04.2010
3636;Greussen;11;11;10000;False;29.04.2010;29.04.2010
36370;Grossenehrich;11;11;10000;False;29.04.2010;29.04.2010
36371;Schlossvippach;11;11;10000;False;29.04.2010;29.04.2010
36372;Kleinneuhausen;11;11;10000;False;29.04.2010;29.04.2010
36373;Buttstädt;11;11;10000;False;29.04.2010;29.04.2010
36374;Weissensee;11;11;10000;False;30.04.2010;30.04.2010
36375;Kindelbrück;11;11;10000;False;29.04.2010;29.04.2010
36376;Straussfurt;11;11;10000;False;29.04.2010;29.04.2010
36377;Rastenberg;11;11;10000;False;05.03.2007;01.01.1998
36378;Ostramondra;11;11;10000;False;30.04.2010;30.04.2010
36379;Holzengel;11;11;10000;False;29.04.2010;29.04.2010
3641;Jena;11;11;10000;False;30.04.2010;30.04.2010
36421;Camburg;11;11;10000;False;29.04.2010;29.04.2010
36422;Reinstädt Thür;11;11;10000;False;29.04.2010;29.04.2010
36423;Orlamünde;11;11;10000;False;29.04.2010;29.04.2010
36424;Kahla Thür;11;11;10000;False;04.09.2006;01.01.1998
36425;Isserstedt;11;11;10000;False;29.04.2010;29.04.2010
36426;Ottendorf b Stadtroda;11;11;10000;False;29.04.2010;29.04.2010
36427;Dornburg Saale;11;11;10000;False;29.04.2010;29.04.2010
36428;Stadtroda;11;11;10000;False;04.09.2006;01.01.1998
3643;Weimar Thür;11;11;10000;False;29.04.2010;29.04.2010
3644;Apolda;11;11;10000;False;29.04.2010;29.04.2010
36450;Kranichfeld;11;11;10000;False;30.04.2010;30.04.2010
36451;Buttelstedt;11;11;10000;False;29.04.2010;29.04.2010
36452;Berlstedt;11;11;10000;False;29.04.2010;29.04.2010
36453;Mellingen;11;11;10000;False;29.04.2010;29.04.2010
36454;Magdala;11;11;10000;False;29.04.2010;29.04.2010
36458;Bad Berka;11;11;10000;False;30.04.2010;30.04.2010
36459;Blankenhain Thür;11;11;10000;False;30.04.2010;30.04.2010
36461;Bad Sulza;11;11;10000;False;30.04.2010;30.04.2010
36462;Ossmannstedt;11;11;10000;False;29.04.2010;29.04.2010
36463;Gebstedt;11;11;10000;False;29.04.2010;29.04.2010
36464;Wormstedt;11;11;10000;False;29.04.2010;29.04.2010
36465;Oberndorf b Apolda;11;11;10000;False;29.04.2010;29.04.2010
3647;Pößneck;11;11;10000;False;29.04.2010;29.04.2010
36481;Neustadt an der Orla;11;11;10000;False;30.10.2006;01.01.1998
36482;Triptis;11;11;10000;False;30.04.2010;30.04.2010
36483;Ziegenrück;11;11;10000;False;29.04.2010;29.04.2010
36484;Knau b Pößneck;11;11;10000;False;29.04.2010;29.04.2010
365;Gera;11;11;10000;False;29.04.2010;29.04.2010
36601;Hermsdorf Thür;11;11;10000;False;12.05.2003;01.01.1998
36602;Ronneburg Thür;11;11;10000;False;04.09.2006;01.01.1998
36603;Weida;11;11;10000;False;04.09.2006;01.01.1998
36604;Münchenbernsdorf;11;11;10000;False;30.04.2010;30.04.2010
36605;Bad Köstritz;11;11;10000;False;30.04.2010;30.04.2010
36606;Kraftsdorf;11;11;10000;False;29.04.2010;29.04.2010
36607;Niederpöllnitz;11;11;10000;False;30.04.2010;30.04.2010
36608;Seelingstädt b Gera;11;11;10000;False;05.03.2007;01.01.1998
3661;Greiz;11;11;10000;False;29.04.2010;29.04.2010
36621;Elsterberg b Plauen;11;11;10000;False;30.04.2010;30.04.2010
36622;Triebes;11;11;10000;False;30.04.2010;30.04.2010
36623;Berga Elster;11;11;10000;False;29.04.2010;29.04.2010
36624;Teichwolframsdorf;11;11;10000;False;29.04.2010;29.04.2010
36625;Langenwetzendorf;11;11;10000;False;29.04.2010;29.04.2010
36626;Auma;11;11;10000;False;29.04.2010;29.04.2010
36628;Zeulenroda;11;11;10000;False;04.09.2006;01.01.1998
3663;Schleiz;11;11;10000;False;29.04.2010;29.04.2010
36640;Remptendorf;11;11;10000;False;29.04.2010;29.04.2010
36642;Harra;11;11;10000;False;29.04.2010;29.04.2010
36643;Thimmendorf;11;11;10000;False;29.04.2010;29.04.2010
36644;Hirschberg Saale;11;11;10000;False;29.04.2010;29.04.2010
36645;Mühltroff;11;11;10000;False;29.04.2010;29.04.2010
36646;Tanna b Schleiz;11;11;10000;False;29.04.2010;29.04.2010
36647;Saalburg Thür;11;11;10000;False;29.04.2010;29.04.2010
36648;Dittersdorf b Schleiz;11;11;10000;False;29.04.2010;29.04.2010
36649;Gefell b Schleiz;11;11;10000;False;29.04.2010;29.04.2010
36651;Lobenstein;11;11;10000;False;03.07.2006;01.01.1998
36652;Wurzbach;11;11;10000;False;29.04.2010;29.04.2010
36653;Lehesten Thür Wald;11;11;10000;False;29.04.2010;29.04.2010
36691;Eisenberg Thür;11;11;10000;False;12.05.2003;01.01.1998
36692;Bürgel;11;11;10000;False;29.04.2010;29.04.2010
36693;Crossen an der Elster;11;11;10000;False;29.04.2010;29.04.2010
36694;Schkölen Thür;11;11;10000;False;29.04.2010;29.04.2010
36695;Söllmnitz;11;11;10000;False;29.04.2010;29.04.2010
36701;Lichte;11;11;10000;False;30.04.2010;30.04.2010
36702;Lauscha;11;11;10000;False;29.04.2010;29.04.2010
36703;Gräfenthal;11;11;10000;False;29.04.2010;29.04.2010
36704;Steinheid;11;11;10000;False;29.04.2010;29.04.2010
36705;Oberweißbach Thür Wald;11;11;10000;False;30.04.2010;30.04.2010
3671;Saalfeld Saale;11;11;10000;False;29.04.2010;29.04.2010
3672;Rudolstadt;11;11;10000;False;29.04.2010;29.04.2010
36730;Sitzendorf;11;11;10000;False;29.04.2010;29.04.2010
36731;Unterloquitz;11;11;10000;False;29.04.2010;29.04.2010
36732;Könitz;11;11;10000;False;29.04.2010;29.04.2010
36733;Kaulsdorf;11;11;10000;False;29.04.2010;29.04.2010
36734;Leutenberg;11;11;10000;False;29.04.2010;29.04.2010
36735;Probstzella;11;11;10000;False;29.04.2010;29.04.2010
36736;Arnsgereuth;11;11;10000;False;29.04.2010;29.04.2010
36737;Drognitz;11;11;10000;False;29.04.2010;29.04.2010
36738;Königsee;11;11;10000;False;30.04.2010;30.04.2010
36739;Rottenbach;11;11;10000;False;29.04.2010;29.04.2010
36741;Bad Blankenburg;11;11;10000;False;04.09.2006;01.01.1998
36742;Uhlstädt;11;11;10000;False;29.04.2010;29.04.2010
36743;Teichel;11;11;10000;False;29.04.2010;29.04.2010
36744;Remda;11;11;10000;False;29.04.2010;29.04.2010
3675;Sonneberg Thür;11;11;10000;False;29.04.2010;29.04.2010
36761;Heubisch;11;11;10000;False;30.04.2010;30.04.2010
36762;Steinach Thür;11;11;10000;False;30.04.2010;30.04.2010
36764;Neuhaus-Schierschnitz;11;11;10000;False;29.04.2010;29.04.2010
36766;Schalkau;11;11;10000;False;30.04.2010;30.04.2010
3677;Ilmenau Thür;11;11;10000;False;29.04.2010;29.04.2010
36781;Grossbreitenbach;11;11;10000;False;02.04.2007;01.01.1998
36782;Schmiedefeld a Rennsteig;11;11;10000;False;29.04.2010;29.04.2010
36783;Gehren Thür;11;11;10000;False;29.04.2010;29.04.2010
36784;Stützerbach;11;11;10000;False;29.04.2010;29.04.2010
36785;Gräfinau-Angstedt;11;11;10000;False;29.04.2010;29.04.2010
3679;Neuhaus a Rennweg;11;11;10000;False;29.04.2010;29.04.2010
3681;Suhl;11;11;10000;False;29.04.2010;29.04.2010
3682;Zella-Mehlis;11;11;10000;False;29.04.2010;29.04.2010
3683;Schmalkalden;11;11;10000;False;29.04.2010;29.04.2010
36840;Trusetal;11;11;10000;False;30.04.2010;30.04.2010
36841;Schleusingen;11;11;10000;False;04.09.2006;01.01.1998
36842;Oberhof Thür;11;11;10000;False;29.04.2010;29.04.2010
36843;Benshausen;11;11;10000;False;29.04.2010;29.04.2010
36844;Rohr Thür;11;11;10000;False;29.04.2010;29.04.2010
36845;Gehlberg;11;11;10000;False;29.04.2010;29.04.2010
36846;Suhl-Dietzhausen;11;11;10000;False;30.04.2010;30.04.2010
36847;Steinbach-Hallenberg;11;11;10000;False;03.09.2007;01.01.1998
36848;Wernshausen;11;11;10000;False;04.09.2006;01.01.1998
36849;Kleinschmalkalden;11;11;10000;False;29.04.2010;29.04.2010
3685;Hildburghausen;11;11;10000;False;29.04.2010;29.04.2010
3686;Eisfeld;11;11;10000;False;29.04.2010;29.04.2010
36870;Masserberg;11;11;10000;False;30.04.2010;30.04.2010
36871;Bad Colberg-Heldburg;11;11;10000;False;30.04.2010;30.04.2010
36873;Themar;11;11;10000;False;29.04.2010;29.04.2010
36874;Schönbrunn b Hildburghaus;11;11;10000;False;30.04.2010;30.04.2010
36875;Straufhain-Streufdorf;11;11;10000;False;29.04.2010;29.04.2010
36878;Oberland;11;11;10000;False;29.04.2010;29.04.2010
3691;Eisenach Thür;11;11;10000;False;29.04.2010;29.04.2010
36920;Grossenlupnitz;11;11;10000;False;30.04.2010;30.04.2010
36921;Wutha-Farnroda;11;11;10000;False;30.04.2010;30.04.2010
36922;Gerstungen;11;11;10000;False;30.04.2010;30.04.2010
36923;Treffurt;11;11;10000;False;29.04.2010;29.04.2010
36924;Mihla;11;11;10000;False;29.04.2010;29.04.2010
36925;Marksuhl;11;11;10000;False;29.04.2010;29.04.2010
36926;Creuzburg;11;11;10000;False;30.04.2010;30.04.2010
36927;Unterellen;11;11;10000;False;29.04.2010;29.04.2010
36928;Neuenhof Thür;11;11;10000;False;29.04.2010;29.04.2010
36929;Ruhla;11;11;10000;False;02.04.2007;01.01.1998
3693;Meiningen;11;11;10000;False;29.04.2010;29.04.2010
36940;Oepfershausen;11;11;10000;False;29.04.2010;29.04.2010
36941;Wasungen;11;11;10000;False;29.04.2010;29.04.2010
36943;Bettenhausen Thür;11;11;10000;False;29.04.2010;29.04.2010
36944;Rentwertshausen;11;11;10000;False;29.04.2010;29.04.2010
36945;Henneberg;11;11;10000;False;29.04.2010;29.04.2010
36946;Erbenhausen Thür;11;11;10000;False;30.04.2010;30.04.2010
36947;Jüchsen;11;11;10000;False;29.04.2010;29.04.2010
36948;Römhild;11;11;10000;False;29.04.2010;29.04.2010
36949;Obermaßfeld-Grimmenthal;11;11;10000;False;29.04.2010;29.04.2010
3695;Bad Salzungen;11;11;10000;False;29.04.2010;29.04.2010
36961;Bad Liebenstein;11;11;10000;False;04.09.2006;01.01.1998
36962;Vacha;11;11;10000;False;05.03.2007;01.01.1998
36963;Dorndorf Rhön;11;11;10000;False;30.04.2010;30.04.2010
36964;Dermbach Rhön;11;11;10000;False;30.04.2010;30.04.2010
36965;Stadtlengsfeld;11;11;10000;False;29.04.2010;29.04.2010
36966;Kaltennordheim;11;11;10000;False;30.04.2010;30.04.2010
36967;Geisa;11;11;10000;False;30.04.2010;30.04.2010
36968;Rossdorf Rhön;11;11;10000;False;29.04.2010;29.04.2010
36969;Merkers;11;11;10000;False;29.04.2010;29.04.2010
371;Chemnitz Sachs;11;11;10000;False;29.04.2010;29.04.2010
37200;Wittgensdorf b Chemnitz;11;11;10000;False;29.04.2010;29.04.2010
37202;Claussnitz b Chemnitz;11;11;10000;False;04.09.2006;01.01.1998
37203;Gersdorf b Chemnitz;11;11;10000;False;30.04.2010;30.04.2010
37204;Lichtenstein Sachs;11;11;10000;False;12.05.2003;01.01.1998
37206;Frankenberg Sachs;11;11;10000;False;01.07.2001;01.01.1998
37207;Hainichen Sachs;11;11;10000;False;12.05.2003;01.01.1998
37208;Auerswalde;11;11;10000;False;12.05.2003;01.01.1998
37209;Einsiedel b Chemnitz;11;11;10000;False;04.09.2006;01.01.1998
3721;Meinersdorf;11;11;10000;False;29.04.2010;29.04.2010
3722;Limbach-Oberfrohna;11;11;10000;False;29.04.2010;29.04.2010
3723;Hohenstein-Ernstthal;11;11;10000;False;29.04.2010;29.04.2010
3724;Burgstädt;11;11;10000;False;29.04.2010;29.04.2010
3725;Zschopau;11;11;10000;False;29.04.2010;29.04.2010
3726;Flöha;11;11;10000;False;29.04.2010;29.04.2010
3727;Mittweida;11;11;10000;False;29.04.2010;29.04.2010
37291;Augustusburg;11;11;10000;False;03.09.2007;01.01.1998
37292;Oederan;11;11;10000;False;05.03.2007;01.01.1998
37293;Eppendorf Sachs;11;11;10000;False;12.05.2003;01.01.1998
37294;Grünhainichen;11;11;10000;False;30.04.2010;30.04.2010
37295;Lugau Erzgeb;11;11;10000;False;04.09.2006;01.01.1998
37296;Stollberg Erzgeb;11;11;10000;False;01.07.2001;01.01.1998
37297;Thum Sachs;11;11;10000;False;12.05.2003;01.01.1998
37298;Oelsnitz Erzgeb;11;11;10000;False;05.03.2007;01.01.1998
3731;Freiberg Sachs;11;11;10000;False;29.04.2010;29.04.2010
37320;Mulda Sachs;11;11;10000;False;30.04.2010;30.04.2010
37321;Frankenstein Sachs;11;11;10000;False;04.09.2006;01.01.1998
37322;Brand-Erbisdorf;11;11;10000;False;04.09.2006;01.01.1998
37323;Lichtenberg Erzgeb;11;11;10000;False;30.04.2010;30.04.2010
37324;Reinsberg Sachs;11;11;10000;False;30.04.2010;30.04.2010
37325;Niederbobritzsch;11;11;10000;False;30.04.2010;30.04.2010
37326;Frauenstein Sachs;11;11;10000;False;30.04.2010;30.04.2010
37327;Rechenberg-Bienenmühle;11;11;10000;False;29.10.2007;01.01.1998
37328;Grossschirma;11;11;10000;False;12.05.2003;01.01.1998
37329;Grosshartmannsdorf;11;11;10000;False;04.09.2006;01.01.1998
3733;Annaberg-Buchholz;11;11;10000;False;29.04.2010;29.04.2010
37341;Ehrenfriedersdorf;11;11;10000;False;04.09.2006;01.01.1998
37342;Cranzahl;11;11;10000;False;29.10.2007;01.01.1998
37343;Jöhstadt;11;11;10000;False;30.04.2010;30.04.2010
37344;Crottendorf Sachs;11;11;10000;False;30.04.2010;30.04.2010
37346;Geyer;11;11;10000;False;30.04.2010;30.04.2010
37347;Bärenstein Kr Annaberg;11;11;10000;False;29.04.2010;29.04.2010
37348;Oberwiesenthal Kurort;11;11;10000;False;29.10.2007;01.01.1998
37349;Scheibenberg;11;11;10000;False;05.03.2007;01.01.1998
3735;Marienberg Sachs;11;11;10000;False;29.04.2010;29.04.2010
37360;Olbernhau;11;11;10000;False;04.09.2006;01.01.1998
37361;Neuhausen Erzgeb;11;11;10000;False;29.04.2010;29.04.2010
37362;Seiffen Erzgeb;11;11;10000;False;30.04.2010;30.04.2010
37363;Zöblitz;11;11;10000;False;30.04.2010;30.04.2010
37364;Reitzenhain Erzgeb;11;11;10000;False;29.04.2010;29.04.2010
37365;Sayda;11;11;10000;False;30.04.2010;30.04.2010
37366;Rübenau;11;11;10000;False;29.04.2010;29.04.2010
37367;Lengefeld Erzgeb;11;11;10000;False;04.09.2006;01.01.1998
37368;Deutschneudorf;11;11;10000;False;29.10.2007;01.01.1998
37369;Wolkenstein;11;11;10000;False;04.09.2006;01.01.1998
3737;Rochlitz;11;11;10000;False;29.04.2010;29.04.2010
37381;Penig;11;11;10000;False;04.09.2006;01.01.1998
37382;Geringswalde;11;11;10000;False;30.04.2010;30.04.2010
37383;Lunzenau;11;11;10000;False;30.04.2010;30.04.2010
37384;Wechselburg;11;11;10000;False;04.12.2006;01.01.1998
3741;Plauen;11;11;10000;False;29.04.2010;29.04.2010
37421;Oelsnitz Vogtl;11;11;10000;False;05.03.2007;01.01.1998
37422;Markneukirchen;11;11;10000;False;04.09.2006;01.01.1998
37423;Adorf Vogtl;11;11;10000;False;02.04.2007;01.01.1998
37430;Eichigt;11;11;10000;False;29.04.2010;29.04.2010
37431;Mehltheuer Vogtl;11;11;10000;False;30.04.2010;30.04.2010
37432;Pausa Vogtl;11;11;10000;False;29.04.2010;29.04.2010
37433;Gutenfürst;11;11;10000;False;29.04.2010;29.04.2010
37434;Bobenneukirchen;11;11;10000;False;29.04.2010;29.04.2010
37435;Reuth b Plauen;11;11;10000;False;29.04.2010;29.04.2010
37436;Weischlitz;11;11;10000;False;30.04.2010;30.04.2010
37437;Bad Elster;11;11;10000;False;12.05.2003;01.01.1998
37438;Bad Brambach;11;11;10000;False;29.04.2010;29.04.2010
37439;Jocketa;11;11;10000;False;29.04.2010;29.04.2010
3744;Auerbach Vogtl;11;11;10000;False;29.04.2010;29.04.2010
3745;Falkenstein Vogtl;11;11;10000;False;29.04.2010;29.04.2010
37462;Rothenkirchen Vogtl;11;11;10000;False;12.05.2003;01.01.1998
37463;Bergen Vogtl;11;11;10000;False;29.04.2010;29.04.2010
37464;Schöneck Vogtl;11;11;10000;False;30.04.2010;30.04.2010
37465;Tannenbergsthal Vogtl;11;11;10000;False;03.03.2008;01.01.1998
37467;Klingenthal Sachs;11;11;10000;False;02.04.2007;01.01.1998
37468;Treuen Vogtl;11;11;10000;False;12.05.2003;01.01.1998
375;Zwickau;11;11;10000;False;29.04.2010;29.04.2010
37600;Neumark Sachs;11;11;10000;False;01.03.2004;01.01.1998
37601;Mülsen Skt Jacob;11;11;10000;False;05.03.2007;01.01.1998
37602;Kirchberg Sachs;11;11;10000;False;02.04.2007;01.01.1998
37603;Wildenfels;11;11;10000;False;03.07.2006;01.01.1998
37604;Mosel;11;11;10000;False;04.09.2006;01.01.1998
37605;Hartenstein Sachs;11;11;10000;False;04.09.2006;01.01.1998
37606;Lengenfeld Vogtl;11;11;10000;False;03.03.2008;01.01.1998
37607;Ebersbrunn Sachs;11;11;10000;False;30.04.2010;30.04.2010
37608;Waldenburg Sachs;11;11;10000;False;30.04.2010;30.04.2010
37609;Wolkenburg Mulde;11;11;10000;False;29.04.2010;29.04.2010
3761;Werdau Sachs;11;11;10000;False;30.04.2010;30.04.2010
3762;Crimmitschau;11;11;10000;False;30.04.2010;30.04.2010
3763;Glauchau;11;11;10000;False;29.04.2010;29.04.2010
3764;Meerane;11;11;10000;False;29.04.2010;29.04.2010
3765;Reichenbach Vogtl;11;11;10000;False;29.04.2010;29.04.2010
3771;Aue Sachs;11;11;10000;False;29.04.2010;29.04.2010
3772;Schneeberg Erzgeb;11;11;10000;False;29.04.2010;29.04.2010
3773;Johanngeorgenstadt;11;11;10000;False;29.04.2010;29.04.2010
3774;Schwarzenberg;11;11;10000;False;29.04.2010;29.04.2010
37752;Eibenstock;11;11;10000;False;04.09.2006;01.01.1998
37754;Zwönitz;11;11;10000;False;04.09.2006;01.01.1998
37755;Schönheide Erzgeb;11;11;10000;False;04.09.2006;01.01.1998
37756;Breitenbrunn Erzgeb;11;11;10000;False;30.04.2010;30.04.2010
37757;Rittersgrün;11;11;10000;False;29.04.2010;29.04.2010
381;Rostock;11;11;10000;False;29.04.2010;29.04.2010
38201;Gelbensande;11;11;10000;False;04.09.2006;01.01.1998
38202;Volkenshagen;11;11;10000;False;30.04.2010;30.04.2010
38203;Bad Doberan;11;11;10000;False;12.05.2003;01.01.1998
38204;Broderstorf;11;11;10000;False;30.04.2010;30.04.2010
38205;Tessin b Rostock;11;11;10000;False;30.04.2010;30.04.2010
38206;Graal-Müritz Seeheilbad;11;11;10000;False;30.04.2010;30.04.2010
38207;Stäbelow;11;11;10000;False;12.05.2003;01.01.1998
38208;Kavelstorf;11;11;10000;False;12.05.2003;01.01.1998
38209;Sanitz b Rostock;11;11;10000;False;12.05.2003;01.01.1998
3821;Ribnitz-Damgarten;11;11;10000;False;29.04.2010;29.04.2010
38220;Wustrow Ostseebad;11;11;10000;False;03.07.2006;01.01.1998
38221;Marlow;11;11;10000;False;30.04.2010;30.04.2010
38222;Semlow;11;11;10000;False;30.04.2010;30.04.2010
38223;Saal Vorpom;11;11;10000;False;30.04.2010;30.04.2010
38224;Gresenhorst;11;11;10000;False;30.04.2010;30.04.2010
38225;Trinwillershagen;11;11;10000;False;30.04.2010;30.04.2010
38226;Dierhagen Ostseebad;11;11;10000;False;04.09.2006;01.01.1998
38227;Lüdershagen b Barth;11;11;10000;False;01.03.2004;01.01.1998
38228;Dettmannsdorf-Kölzow;11;11;10000;False;30.04.2010;30.04.2010
38229;Bad Sülze;11;11;10000;False;12.05.2003;01.01.1998
38231;Barth;11;11;10000;False;04.09.2006;01.01.1998
38232;Zingst Ostseebad;11;11;10000;False;30.04.2010;30.04.2010
38233;Prerow Ostseebad;11;11;10000;False;01.03.2004;01.01.1998
38234;Born a Darß;11;11;10000;False;30.04.2010;30.04.2010
38292;Kröpelin;11;11;10000;False;12.05.2003;01.01.1998
38293;Kühlungsborn Ostseebad;11;11;10000;False;12.05.2003;01.01.1998
38294;Neubukow;11;11;10000;False;30.04.2010;30.04.2010
38295;Satow b Bad Doberan;11;11;10000;False;29.04.2010;29.04.2010
38296;Rerik Ostseebad;11;11;10000;False;29.04.2010;29.04.2010
38297;Moitin;11;11;10000;False;30.04.2010;30.04.2010
38300;Insel Hiddensee;11;11;10000;False;02.04.2007;01.01.1998
38301;Putbus;11;11;10000;False;12.05.2003;01.01.1998
38302;Sagard;11;11;10000;False;04.12.2006;01.01.1998
38303;Sellin Ostseebad;11;11;10000;False;30.04.2010;30.04.2010
38304;Garz Rügen;11;11;10000;False;12.05.2003;01.01.1998
38305;Gingst;11;11;10000;False;30.10.2006;01.01.1998
38306;Samtens;11;11;10000;False;29.04.2010;29.04.2010
38307;Poseritz;11;11;10000;False;05.03.2007;01.01.1998
38308;Göhren Rügen;11;11;10000;False;30.04.2010;30.04.2010
38309;Trent;11;11;10000;False;29.04.2010;29.04.2010
3831;Stralsund;11;11;10000;False;29.04.2010;29.04.2010
38320;Tribsees;11;11;10000;False;04.12.2006;01.01.1998
38321;Martensdorf b Stralsund;11;11;10000;False;03.07.2006;01.01.1998
38322;Richtenberg;11;11;10000;False;12.05.2003;01.01.1998
38323;Prohn;11;11;10000;False;01.03.2004;01.01.1998
38324;Velgast;11;11;10000;False;02.04.2007;01.01.1998
38325;Rolofshagen;11;11;10000;False;30.04.2010;30.04.2010
38326;Grimmen;11;11;10000;False;12.05.2003;01.01.1998
38327;Elmenhorst Vorpom;11;11;10000;False;30.10.2006;01.01.1998
38328;Miltzow;11;11;10000;False;30.10.2006;01.01.1998
38331;Rakow Vorpom;11;11;10000;False;30.04.2010;30.04.2010
38332;Gross Bisdorf;11;11;10000;False;30.04.2010;30.04.2010
38333;Horst b Grimmen;11;11;10000;False;30.04.2010;30.04.2010
38334;Grammendorf;11;11;10000;False;29.10.2007;01.01.1998
3834;Greifswald;11;11;10000;False;29.04.2010;29.04.2010
38351;Mesekenhagen;11;11;10000;False;29.10.2007;01.01.1998
38352;Kemnitz b Greifswald;11;11;10000;False;01.03.2004;01.01.1998
38353;Gützkow b Greifswald;11;11;10000;False;03.07.2006;01.01.1998
38354;Wusterhusen;11;11;10000;False;30.04.2010;30.04.2010
38355;Züssow;11;11;10000;False;29.04.2010;29.04.2010
38356;Behrenhoff;11;11;10000;False;30.04.2010;30.04.2010
3836;Wolgast;11;11;10000;False;29.04.2010;29.04.2010
38370;Kröslin;11;11;10000;False;29.04.2010;29.04.2010
38371;Karlshagen;11;11;10000;False;29.04.2010;29.04.2010
38372;Usedom;11;11;10000;False;29.04.2010;29.04.2010
38373;Katzow;11;11;10000;False;29.04.2010;29.04.2010
38374;Lassan b Wolgast;11;11;10000;False;29.04.2010;29.04.2010
38375;Koserow;11;11;10000;False;30.04.2010;30.04.2010
38376;Zirchow;11;11;10000;False;29.04.2010;29.04.2010
38377;Zinnowitz;11;11;10000;False;30.04.2010;30.04.2010
38378;Heringsdorf Seebad;11;11;10000;False;12.05.2003;01.01.1998
38379;Benz Usedom;11;11;10000;False;29.04.2010;29.04.2010
3838;Bergen auf Rügen;11;11;10000;False;29.04.2010;29.04.2010
38391;Altenkirchen Rügen;11;11;10000;False;12.05.2003;01.01.1998
38392;Sassnitz;11;11;10000;False;30.10.2006;01.01.1998
38393;Binz Ostseebad;11;11;10000;False;12.05.2003;01.01.1998
3841;Wismar Meckl;11;11;10000;False;29.04.2010;29.04.2010
38422;Neukloster;11;11;10000;False;29.04.2010;29.04.2010
38423;Bad Kleinen;11;11;10000;False;04.09.2006;01.01.1998
38424;Bobitz;11;11;10000;False;29.04.2010;29.04.2010
38425;Kirchdorf Poel;11;11;10000;False;29.04.2010;29.04.2010
38426;Neuburg-Steinhausen;11;11;10000;False;29.04.2010;29.04.2010
38427;Blowatz;11;11;10000;False;30.04.2010;30.04.2010
38428;Hohenkirchen b Wismar;11;11;10000;False;29.04.2010;29.04.2010
38429;Glasin;11;11;10000;False;30.04.2010;30.04.2010
3843;Güstrow;11;11;10000;False;29.04.2010;29.04.2010
3844;Schwaan;11;11;10000;False;29.04.2010;29.04.2010
38450;Tarnow b Bützow;11;11;10000;False;29.04.2010;29.04.2010
38451;Hoppenrade b Güstrow;11;11;10000;False;29.04.2010;29.04.2010
38452;Lalendorf;11;11;10000;False;29.04.2010;29.04.2010
38453;Mistorf;11;11;10000;False;29.04.2010;29.04.2010
38454;Kritzkow;11;11;10000;False;29.04.2010;29.04.2010
38455;Plaaz;11;11;10000;False;29.04.2010;29.04.2010
38456;Langhagen b Güstrow;11;11;10000;False;29.04.2010;29.04.2010
38457;Krakow am See;11;11;10000;False;30.04.2010;30.04.2010
38458;Zehna;11;11;10000;False;29.04.2010;29.04.2010
38459;Laage;11;11;10000;False;30.04.2010;30.04.2010
38461;Bützow;11;11;10000;False;12.05.2003;01.01.1998
38462;Baumgarten Meckl;11;11;10000;False;29.04.2010;29.04.2010
38464;Bernitt;11;11;10000;False;29.04.2010;29.04.2010
38466;Jürgenshagen;11;11;10000;False;29.04.2010;29.04.2010
3847;Sternberg;11;11;10000;False;29.04.2010;29.04.2010
